"region","Har innført eiendomsskatt, Ja=1 Nei=0 2001","Har innført eiendomsskatt, Ja=1 Nei=0 2002","Har innført eiendomsskatt, Ja=1 Nei=0 2003","Har eiendomsskatt i hele kommunen, Ja=1 Nei=0 2001","Har eiendomsskatt i hele kommunen, Ja=1 Nei=0 2002","Har eiendomsskatt i hele kommunen, Ja=1 Nei=0 2003","Har eindomsskatt i hele kommunen, unntatt verker og bruk og annen næringseiendom, Ja=1 Nei=0 2001","Har eindomsskatt i hele kommunen, unntatt verker og bruk og annen næringseiendom, Ja=1 Nei=0 2002","Har eindomsskatt i hele kommunen, unntatt verker og bruk og annen næringseiendom, Ja=1 Nei=0 2003"
"EAK Landet",.,..,..,.,..,..,.,..,..
"EAKUO Landet uten Oslo",.,..,..,.,..,..,.,..,..
"0101 Halden",..,..,..,..,..,..,..,..,..
