"0 region,","1 Har innført eiendomsskatt, Ja=1 Nei=0 2001","2 Har innført eiendomsskatt, Ja=1 Nei=0 2002","3 Har innført eiendomsskatt, Ja=1 Nei=0 2003","4 Har eiendomsskatt i hele kommunen, Ja=1 Nei=0 2001","5 Har eiendomsskatt i hele kommunen, Ja=1 Nei=0 2002","6 Har eiendomsskatt i hele kommunen, Ja=1 Nei=0 2003","7 Har eindomsskatt i hele kommunen, unntatt verker og bruk og ","8 Har eindomsskatt i hele kommunen, unntatt verker og bruk og ","9 Har eindomsskatt i hele kommunen, unntatt verker og bruk og "
EAK Landet,.,..,..,.,..,..,.,..,..
EAKUO Landet uten Oslo,.,..,..,.,..,..,.,..,..
0101 Halden,..,..,..,..,..,..,..,..,..
